CONTRY;CHANGED;USER;CCPU;CCPU_CHANGES;DCPU;DCPU_CHANGES;RCPU;RCPU_CHANGES;X010;X010T_CHANGES;X200_FLASH_TURBE;X200T_CHANGES
Holland;04-02-2008;KGS;2.00;;D920P / F14.27;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.88 L1;Max. grænsen for Pm starttryk var 0.25 bar for godkendelse af rullemodstand og starttryk. Dette er ændret til 0.5 bar. Endvidere måles Pm starttryk først efter motorstart. I princippet som Max. bremsekræft, for at undgå peak værdier i start øjeblikket.
Italien;04-02-2008;KGS;2.00;;D920P / F14.27;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.88 L1;Max. grænsen for Pm starttryk var 0.25 bar for godkendelse af rullemodstand og starttryk. Dette er ændret til 0.5 bar. Endvidere måles Pm starttryk først efter motorstart. I princippet som Max. bremsekræft, for at undgå peak værdier i start øjeblikket.
Letland;04-02-2008;KGS;2.00;;D920P / F14.27;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.88 L1;Max. grænsen for Pm starttryk var 0.25 bar for godkendelse af rullemodstand og starttryk. Dette er ændret til 0.5 bar. Endvidere måles Pm starttryk først efter motorstart. I princippet som Max. bremsekræft, for at undgå peak værdier i start øjeblikket.
Spanien;04-02-2008;KGS;2.00;;D920P / F14.27;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.88 L1;Max. grænsen for Pm starttryk var 0.25 bar for godkendelse af rullemodstand og starttryk. Dette er ændret til 0.5 bar. Endvidere måles Pm starttryk først efter motorstart. I princippet som Max. bremsekræft, for at undgå peak værdier i start øjeblikket.
Sverige;04-02-2008;KGS;2.00;;D920P / F14.27;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.88 L1;Max. grænsen for Pm starttryk var 0.25 bar for godkendelse af rullemodstand og starttryk. Dette er ændret til 0.5 bar. Endvidere måles Pm starttryk først efter motorstart. I princippet som Max. bremsekræft, for at undgå peak værdier i start øjeblikket.
Australien;26-03-2008;KGS;2.00;;D920P / F14.27;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.89 L2;Adresse 44 er tilføjet. Hvis 44 = 1, så dæmpes display lyset ikke, når der køres ud af rullefelt. Dette er lavet til USA.Adresse 236 er default ændret fra 4 til 6I PKW mode blev der på UK print ikke skrevet reference værdier på. Dette gør der nu. 50% for service og 16/25% for parkering. Der var problemer med adresse 198 og hvis speed sensor var frakoblet. Dette problem er fikset.Adresse 199 er tilføjet. Den bestemmer min. Grænsen for bremseforskel visning for LKW køretøjer (Lastbil). Eks. 199 = 0 (default 400 daN), 199 =  6 (300 daN). Altså step af 50 daN og hvis 199 = 0, så er den default 400.Adresse 258 er tilføjet. Den bestemmer retur trykket for CLS. Den var før hardcoded til 15 bar, nu er den default 40 bar, men kan ændres.En lille fejl i forbindelse med B-Mode og suspension testeren er også rettet.
Canada;26-03-2008;KGS;2.00;;D920P / F14.27;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.89 L2;Adresse 44 er tilføjet. Hvis 44 = 1, så dæmpes display lyset ikke, når der køres ud af rullefelt. Dette er lavet til USA.Adresse 236 er default ændret fra 4 til 6I PKW mode blev der på UK print ikke skrevet reference værdier på. Dette gør der nu. 50% for service og 16/25% for parkering. Der var problemer med adresse 198 og hvis speed sensor var frakoblet. Dette problem er fikset.Adresse 199 er tilføjet. Den bestemmer min. Grænsen for bremseforskel visning for LKW køretøjer (Lastbil). Eks. 199 = 0 (default 400 daN), 199 =  6 (300 daN). Altså step af 50 daN og hvis 199 = 0, så er den default 400.Adresse 258 er tilføjet. Den bestemmer retur trykket for CLS. Den var før hardcoded til 15 bar, nu er den default 40 bar, men kan ændres.En lille fejl i forbindelse med B-Mode og suspension testeren er også rettet.
England;26-03-2008;KGS;2.00;;D920P / F14.27;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.89 L2;Adresse 44 er tilføjet. Hvis 44 = 1, så dæmpes display lyset ikke, når der køres ud af rullefelt. Dette er lavet til USA.Adresse 236 er default ændret fra 4 til 6I PKW mode blev der på UK print ikke skrevet reference værdier på. Dette gør der nu. 50% for service og 16/25% for parkering. Der var problemer med adresse 198 og hvis speed sensor var frakoblet. Dette problem er fikset.Adresse 199 er tilføjet. Den bestemmer min. Grænsen for bremseforskel visning for LKW køretøjer (Lastbil). Eks. 199 = 0 (default 400 daN), 199 =  6 (300 daN). Altså step af 50 daN og hvis 199 = 0, så er den default 400.Adresse 258 er tilføjet. Den bestemmer retur trykket for CLS. Den var før hardcoded til 15 bar, nu er den default 40 bar, men kan ændres.En lille fejl i forbindelse med B-Mode og suspension testeren er også rettet.
Hong-Kong;26-03-2008;KGS;2.00;;D920P / F14.27;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.89 L2;Adresse 44 er tilføjet. Hvis 44 = 1, så dæmpes display lyset ikke, når der køres ud af rullefelt. Dette er lavet til USA.Adresse 236 er default ændret fra 4 til 6I PKW mode blev der på UK print ikke skrevet reference værdier på. Dette gør der nu. 50% for service og 16/25% for parkering. Der var problemer med adresse 198 og hvis speed sensor var frakoblet. Dette problem er fikset.Adresse 199 er tilføjet. Den bestemmer min. Grænsen for bremseforskel visning for LKW køretøjer (Lastbil). Eks. 199 = 0 (default 400 daN), 199 =  6 (300 daN). Altså step af 50 daN og hvis 199 = 0, så er den default 400.Adresse 258 er tilføjet. Den bestemmer retur trykket for CLS. Den var før hardcoded til 15 bar, nu er den default 40 bar, men kan ændres.En lille fejl i forbindelse med B-Mode og suspension testeren er også rettet.
Irland;26-03-2008;KGS;2.00;;D920P / F14.27;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.89 L2;Adresse 44 er tilføjet. Hvis 44 = 1, så dæmpes display lyset ikke, når der køres ud af rullefelt. Dette er lavet til USA.Adresse 236 er default ændret fra 4 til 6I PKW mode blev der på UK print ikke skrevet reference værdier på. Dette gør der nu. 50% for service og 16/25% for parkering. Der var problemer med adresse 198 og hvis speed sensor var frakoblet. Dette problem er fikset.Adresse 199 er tilføjet. Den bestemmer min. Grænsen for bremseforskel visning for LKW køretøjer (Lastbil). Eks. 199 = 0 (default 400 daN), 199 =  6 (300 daN). Altså step af 50 daN og hvis 199 = 0, så er den default 400.Adresse 258 er tilføjet. Den bestemmer retur trykket for CLS. Den var før hardcoded til 15 bar, nu er den default 40 bar, men kan ændres.En lille fejl i forbindelse med B-Mode og suspension testeren er også rettet.
Israel;26-03-2008;KGS;2.00;;D920P / F14.27;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.89 L2;Adresse 44 er tilføjet. Hvis 44 = 1, så dæmpes display lyset ikke, når der køres ud af rullefelt. Dette er lavet til USA.Adresse 236 er default ændret fra 4 til 6I PKW mode blev der på UK print ikke skrevet reference værdier på. Dette gør der nu. 50% for service og 16/25% for parkering. Der var problemer med adresse 198 og hvis speed sensor var frakoblet. Dette problem er fikset.Adresse 199 er tilføjet. Den bestemmer min. Grænsen for bremseforskel visning for LKW køretøjer (Lastbil). Eks. 199 = 0 (default 400 daN), 199 =  6 (300 daN). Altså step af 50 daN og hvis 199 = 0, så er den default 400.Adresse 258 er tilføjet. Den bestemmer retur trykket for CLS. Den var før hardcoded til 15 bar, nu er den default 40 bar, men kan ændres.En lille fejl i forbindelse med B-Mode og suspension testeren er også rettet.
New-Zealand;26-03-2008;KGS;2.00;;D920M;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.89 L2;Adresse 44 er tilføjet. Hvis 44 = 1, så dæmpes display lyset ikke, når der køres ud af rullefelt. Dette er lavet til USA.Adresse 236 er default ændret fra 4 til 6I PKW mode blev der på UK print ikke skrevet reference værdier på. Dette gør der nu. 50% for service og 16/25% for parkering. Der var problemer med adresse 198 og hvis speed sensor var frakoblet. Dette problem er fikset.Adresse 199 er tilføjet. Den bestemmer min. Grænsen for bremseforskel visning for LKW køretøjer (Lastbil). Eks. 199 = 0 (default 400 daN), 199 =  6 (300 daN). Altså step af 50 daN og hvis 199 = 0, så er den default 400.Adresse 258 er tilføjet. Den bestemmer retur trykket for CLS. Den var før hardcoded til 15 bar, nu er den default 40 bar, men kan ændres.En lille fejl i forbindelse med B-Mode og suspension testeren er også rettet.
Sudan;26-03-2008;KGS;2.00;;D920P / F14.27;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.89 L2;Adresse 44 er tilføjet. Hvis 44 = 1, så dæmpes display lyset ikke, når der køres ud af rullefelt. Dette er lavet til USA.Adresse 236 er default ændret fra 4 til 6I PKW mode blev der på UK print ikke skrevet reference værdier på. Dette gør der nu. 50% for service og 16/25% for parkering. Der var problemer med adresse 198 og hvis speed sensor var frakoblet. Dette problem er fikset.Adresse 199 er tilføjet. Den bestemmer min. Grænsen for bremseforskel visning for LKW køretøjer (Lastbil). Eks. 199 = 0 (default 400 daN), 199 =  6 (300 daN). Altså step af 50 daN og hvis 199 = 0, så er den default 400.Adresse 258 er tilføjet. Den bestemmer retur trykket for CLS. Den var før hardcoded til 15 bar, nu er den default 40 bar, men kan ændres.En lille fejl i forbindelse med B-Mode og suspension testeren er også rettet.
USA;26-03-2008;KGS;2.00;;D920P / F14.27;;RC9.06;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.89 L2;Adresse 44 er tilføjet. Hvis 44 = 1, så dæmpes display lyset ikke, når der køres ud af rullefelt. Dette er lavet til USA.Adresse 236 er default ændret fra 4 til 6I PKW mode blev der på UK print ikke skrevet reference værdier på. Dette gør der nu. 50% for service og 16/25% for parkering. Der var problemer med adresse 198 og hvis speed sensor var frakoblet. Dette problem er fikset.Adresse 199 er tilføjet. Den bestemmer min. Grænsen for bremseforskel visning for LKW køretøjer (Lastbil). Eks. 199 = 0 (default 400 daN), 199 =  6 (300 daN). Altså step af 50 daN og hvis 199 = 0, så er den default 400.Adresse 258 er tilføjet. Den bestemmer retur trykket for CLS. Den var før hardcoded til 15 bar, nu er den default 40 bar, men kan ændres.En lille fejl i forbindelse med B-Mode og suspension testeren er også rettet.
VOSA;26-03-2008;KGS;2.00;;D920P / F14.27;;RC9.10;;V8.00.27;Der var problemer med auto registrering ved 50 % drop. Dette er fikset.ATL England:”Applyed brake er tilføjet”. Dvs. håndbremsen er trukket inden de starter testen. Før fik de ikke bremsekræfterne udlæst. Dette gør de nu.Difference blev før målt både når der bremses op og ned. Nu måles den kun når der bremses op.I forbindelse med suspension test var der problemer med at brugeren ikke kunne nå at se resultatet på displayet, da den aktuelle vægt blev vist lige efter testens afslutning. Nu vises resultatet i 10 sek.;P9.89 L2;Adresse 44 er tilføjet. Hvis 44 = 1, så dæmpes display lyset ikke, når der køres ud af rullefelt. Dette er lavet til USA.Adresse 236 er default ændret fra 4 til 6I PKW mode blev der på UK print ikke skrevet reference værdier på. Dette gør der nu. 50% for service og 16/25% for parkering. Der var problemer med adresse 198 og hvis speed sensor var frakoblet. Dette problem er fikset.Adresse 199 er tilføjet. Den bestemmer min. Grænsen for bremseforskel visning for LKW køretøjer (Lastbil). Eks. 199 = 0 (default 400 daN), 199 =  6 (300 daN). Altså step af 50 daN og hvis 199 = 0, så er den default 400.Adresse 258 er tilføjet. Den bestemmer retur trykket for CLS. Den var før hardcoded til 15 bar, nu er den default 40 bar, men kan ændres.En lille fejl i forbindelse med B-Mode og suspension testeren er også rettet.
